,client_id,city,channel,promotor_id,yearly_volume,yearly_income,yearly_number_of_orders,median_ticket,prom_contacts_month,tel_contacts_month,frequency,efficiency,logistics_cost,visit_cost,total_cost
39,100730188,Bilbao,HR,61699796,3870.642,11920.77,53,235.265,4,0,4.5,0.9056603773584906,530,720,1250
40,100750970,Girona,HR,982751127,72.0,178.4,1,178.4,0,0,1.0,0.0,10,0,10
41,100825940,Barcelona,AR,912914265,4885.446,4462.3,44,93.9575,4,0,4.0,1.0909090909090908,440,720,1160
42,100831168,Valencia,AR,52875287,5168.284,1746.13,13,122.57000000000001,0,0,1.0,0.0,130,0,130
43,100854769,Tarragona,HR,306190165,555.495,469.34,6,84.97999999999999,4,0,1.0,8.0,60,720,780
44,100898970,Valencia,HR,376164172,1296.0,1624.3700000000001,26,61.785,0,4,3.0,0.0,260,0,260
45,100900019,Barcelona,HR,651739976,18095.676,7265.96,45,143.8625,4,0,4.0,1.0666666666666667,450,720,1170
46,100918157,Islas Baleares,HR,159743173,1248.64,952.8599999999999,8,107.3625,4,0,2.0,6.0,80,720,800
47,100919107,Barcelona,AR,368568690,3427.4399999999996,1905.6000000000001,14,128.73000000000002,2,0,2.0,1.7142857142857142,140,360,500
48,100927176,Sevilla,HR,177010064,15.84,26.15,1,26.15,2,0,1.0,24.0,10,360,370
49,100954401,Cádiz,HR,385444276,160.82999999999998,754.98,17,43.37,1,1,1.0,0.7058823529411765,170,180,350
50,100964524,Alicante,HR,91937945,66.2,757.77,22,39.945,4,0,3.0,2.1818181818181817,220,720,940
51,100970892,Córdoba,HR,606571522,52.0,1819.79,9,218.06,1,0,1.0,1.3333333333333333,90,180,270
52,100973792,Barcelona,AR,368568690,2385.0,844.27,8,108.83,1,1,1.0,1.5,80,180,260
53,100991179,Barcelona,AR,996963848,5185.904,3175.08,23,109.50999999999999,0,2,2.0,0.0,230,0,230
54,100999611,Valencia,HR,376164172,801.004,1753.02,23,70.23249999999999,0,2,2.0,0.0,230,0,230
55,101018958,Barcelona,AR,370050701,4045.33,2316.44,21,100.415,2,2,2.0,1.1428571428571428,210,360,570
56,101020292,Madrid,HR,4222253,102.0,208.88,3,70.32,4,0,1.5,16.0,30,720,750
57,101024776,Almeria,HR,937805441,908.5540000000001,560.0,11,50.125,0,2,1.0,0.0,110,0,110
58,101046873,Valencia,AR,937854151,5698.183,4017.34,42,73.33,4,0,4.0,1.1428571428571428,420,720,1140
59,101050331,Madrid,AR,215700341,710.72,1001.8199999999999,14,70.58500000000001,2,0,2.0,1.7142857142857142,140,360,500
60,101095996,Barcelona,AR,313095800,2516.4719999999998,1109.13,2,554.565,2,0,2.0,12.0,20,360,380
61,101122118,Sevilla,HR,900282314,75.33,304.89,8,47.835,2,2,1.0,3.0,80,360,440
62,101130421,Barcelona,HR,73572425,5156.088,3621.4,49,74.49000000000001,4,0,4.0,0.9795918367346939,490,720,1210
63,101138348,Madrid,HR,827413577,491.3,641.13,8,76.1825,1,0,4.0,1.5,80,180,260
64,101152156,Madrid,HR,526597557,2428.304,5815.38,20,266.2,4,0,2.0,2.4,200,720,920
65,101167586,Madrid,HR,143612882,192.0,221.62,4,54.08,1,0,1.0,3.0,40,180,220
66,101181026,Madrid,AR,717625137,73.98,50.46,1,50.46,1,1,1.0,12.0,10,180,190
67,101193765,Bilbao,HR,590164229,5528.45,7711.37,48,166.745,4,0,4.0,1.0,480,720,1200
68,101252576,Madrid,HR,972073619,993.4000000000001,4507.7300000000005,23,121.425,4,0,3.0,2.0869565217391304,230,720,950
69,101254033,Sevilla,HR,6055803,100.0,117.86,2,58.93,1,4,2.0,6.0,20,180,200
70,101271687,Barcelona,HR,551023715,1782.0,1018.38,16,64.465,0,2,2.0,0.0,160,0,160
71,101273062,Alicante,AR,729030652,8911.2,3019.98,28,83.2675,1,3,2.0,0.42857142857142855,280,180,460
72,101303525,Barcelona,AR,187031601,7244.7080000000005,4710.12,40,102.0025,2,0,3.0,0.6,400,360,760
73,101307123,Barcelona,AR,187031601,31.76,46.13,1,46.13,1,0,1.0,12.0,10,180,190
74,101313756,Barcelona,HR,651739976,6407.134,6464.52,53,107.69,4,0,4.0,0.9056603773584906,530,720,1250
75,101318485,Barcelona,HR,996963848,10304.348,21639.170000000002,53,364.74,4,0,4.0,0.9056603773584906,530,720,1250
76,101320386,Barcelona,HR,900389803,1864.922,2467.97,43,54.595,1,1,4.0,0.27906976744186046,430,180,610
77,101349770,Almeria,HR,525968071,6120.0,2124.88,8,265.61,0,1,1.0,0.0,80,0,80
78,101353885,Islas Baleares,HR,465693592,2.75,24.92,1,24.92,1,0,1.0,12.0,10,180,190
79,101385837,Madrid,HR,275421941,15.324,347.76,8,42.33,0,0,1.0,0.0,80,0,80
80,101420203,Islas Baleares,HR,469564819,1873.058,1911.46,24,72.3125,1,3,2.0,0.5,240,180,420
81,101554258,Valladolid,AR,634459297,2544.4,1189.98,18,65.625,1,1,2.0,0.6666666666666666,180,180,360
82,101589857,Bilbao,HR,653277032,5936.25,6475.4800000000005,53,117.21000000000001,4,0,4.0,0.9056603773584906,530,720,1250
83,101600426,Asturias,AR,953968677,531.0,409.27000000000004,5,85.76,0,0,1.0,0.0,50,0,50
84,101611212,Santander,HR,627758323,1094.554,1458.33,25,57.975,1,1,2.0,0.48,250,180,430
85,101622446,Valencia,HR,52875287,2958.11,2847.77,50,59.605000000000004,4,0,4.0,0.96,500,720,1220
86,101632216,Valencia,HR,937854151,11734.636,20544.72,51,367.395,2,2,4.0,0.47058823529411764,510,360,870
87,101652619,Asturias,HR,953968677,4148.4,4790.0,50,90.36,0,4,4.0,0.0,500,0,500
88,101694317,Madrid,HR,991770420,928.76,1918.33,24,67.34,0,1,3.0,0.0,240,0,240
89,101704826,Cádiz,AR,385444276,2285.7999999999997,4311.6,42,76.1175,4,0,4.0,1.1428571428571428,420,720,1140
90,101732413,Valencia,AR,937854151,32433.927,17185.65,63,228.27999999999997,4,0,5.0,0.7619047619047619,630,720,1350
91,101738010,Cádiz,AR,483340469,1034.01,784.22,14,57.54,0,4,1.0,0.0,140,0,140
92,101760512,Cádiz,AR,385444276,51.0,52.22,1,52.22,0,2,1.0,0.0,10,0,10
93,101765511,Madrid,AR,677360818,5431.124,3646.0299999999997,39,90.465,1,0,3.0,0.3076923076923077,390,180,570
94,101792894,Madrid,AR,358006057,60.0,261.39,3,78.42,0,0,1.0,0.0,30,0,30
95,101800777,Barcelona,AR,368568690,96.0,117.32,1,117.32,2,0,1.0,24.0,10,360,370
96,101806056,Madrid,HR,400328751,111.51,391.05,5,73.94,2,0,2.0,4.8,50,360,410
97,101813045,Valencia,AR,460456701,2396.12,1946.19,22,83.58250000000001,4,0,4.0,2.1818181818181817,220,720,940
98,101815728,Madrid,HR,827413577,685.79,592.36,9,69.74,1,0,1.0,1.3333333333333333,90,180,270
99,101867444,Pamplona,HR,635704728,10.0,113.36,1,113.36,1,0,1.0,12.0,10,180,190
100,101926782,Alicante,HR,91937945,1518.04,1793.9,17,108.7675,1,0,2.0,0.7058823529411765,170,180,350
101,101930423,Valladolid,HR,256358709,4881.900000000001,6357.3099999999995,47,132.6,4,0,4.0,1.0212765957446808,470,720,1190
102,101937017,Tarragona,AR,513990441,2740.0,941.8100000000001,15,64.7975,0,2,1.5,0.0,150,0,150
103,101949510,Tarragona,HR,306190165,9.6,16.85,1,16.85,4,0,1.0,48.0,10,720,730
104,101951853,Madrid,HR,526597557,2214.8,5737.12,49,115.81875,2,2,4.0,0.4897959183673469,490,360,850
105,101983294,Pamplona,HR,492242510,441.74,5264.98,40,119.3825,2,2,3.5,0.6,400,360,760
106,101990665,Islas Baleares,AR,465693592,3045.88,2941.19,21,147.89249999999998,1,3,1.0,0.5714285714285714,210,180,390
107,101995611,Sevilla,HR,491961306,71.768,1156.4,11,82.55,2,0,2.0,2.1818181818181817,110,360,470
108,102006660,Córdoba,AR,606571522,1108.74,2133.99,40,48.3375,1,3,3.0,0.3,400,180,580
109,102024044,Sevilla,HR,462513607,23.76,26.55,1,26.55,1,0,1.0,12.0,10,180,190
110,102027429,Bilbao,HR,590164229,3054.0,3529.09,38,87.2575,2,0,3.0,0.631578947368421,380,360,740
111,102028391,Madrid,HR,118557953,125.85000000000001,1015.8399999999999,13,74.21,1,3,1.0,0.9230769230769231,130,180,310
112,102043767,Madrid,HR,244328661,295.882,1103.51,8,137.60750000000002,0,4,2.0,0.0,80,0,80
113,102055809,Tarragona,AR,513990441,343.19,157.64,2,78.82,1,1,1.0,6.0,20,180,200
114,102074838,Murcia,HR,733727842,2974.716,3003.54,27,102.87,2,0,2.0,0.8888888888888888,270,360,630
115,102084639,Barcelona,AR,496352806,7596.0,2097.21,4,523.15,1,0,1.0,3.0,40,180,220
116,102091342,Sevilla,AR,462513607,1420.44,1142.84,18,64.67500000000001,2,0,2.0,1.3333333333333333,180,360,540
117,102122032,Madrid,AR,275609911,3399.412,2070.84,13,153.85,2,0,1.0,1.8461538461538463,130,360,490
118,102127693,Bilbao,HR,653277032,2457.2580000000003,8052.68,52,156.97,2,2,4.5,0.46153846153846156,520,360,880
119,102162529,Granada,HR,64275733,6921.280000000001,9380.94,49,141.78750000000002,8,0,4.0,1.9591836734693877,490,1440,1930
120,102193354,Valencia,AR,52875287,1902.528,579.6,5,115.92,0,2,1.0,0.0,50,0,50
121,102204826,Alicante,AR,39304770,1674.0,530.7800000000001,3,166.5025,4,0,1.5,16.0,30,720,750
122,102205062,Malaga,HR,247664960,4830.8099999999995,4812.5,53,89.6,4,4,5.0,0.9056603773584906,530,720,1250
123,102214221,Barcelona,HR,977036215,1572.402,5252.099999999999,29,179.5275,4,0,2.0,1.6551724137931034,290,720,1010
124,102227475,Madrid,HR,400328751,2762.4,2058.96,16,118.48,0,2,2.0,0.0,160,0,160
125,102244275,Almeria,AR,902429632,11833.835,6789.68,46,121.905,0,0,4.0,0.0,460,0,460
126,102248745,Almeria,AR,902429632,780.0,229.15,1,229.15,1,0,1.0,12.0,10,180,190
127,102252944,Cádiz,HR,483340469,2057.22,1912.9,24,80.825,0,4,4.0,0.0,240,0,240
128,102254378,Barcelona,HR,659380736,168.0,234.59,5,50.325,0,0,1.0,0.0,50,0,50
129,102254473,Madrid,HR,400328751,2921.08,8788.7,51,168.61,4,0,4.5,0.9411764705882353,510,720,1230
130,102269743,Murcia,AR,733727842,185.196,200.81,2,100.405,2,0,1.0,12.0,20,360,380
131,102278748,Barcelona,HR,317564580,170.767,952.4200000000001,16,53.712500000000006,1,0,3.0,0.75,160,180,340
132,102315959,Barcelona,HR,73572425,1271.0,6102.47,48,129.98,1,0,4.0,0.25,480,180,660
133,102336095,Sevilla,HR,491961306,35.368,143.19,1,143.19,2,0,1.0,24.0,10,360,370
134,102356358,Barcelona,HR,101664247,433.96000000000004,524.98,9,46.545,2,2,3.0,2.6666666666666665,90,360,450
135,102393086,Almeria,HR,525968071,2934.48,1643.3400000000001,12,132.225,0,1,1.0,0.0,120,0,120
136,102452324,Barcelona,HR,651739976,1733.0,619.26,6,104.455,0,1,1.0,0.0,60,0,60
137,102472320,Alicante,AR,729030652,1793.46,778.84,7,115.92,1,0,1.0,1.7142857142857142,70,180,250
138,102473072,Madrid,AR,600887009,105.982,256.41,3,85.11250000000001,1,0,1.5,4.0,30,180,210
139,102512606,Cádiz,HR,483340469,503.36,3598.32,38,100.93,1,3,4.0,0.3157894736842105,380,180,560
140,102539399,Barcelona,HR,651739976,359.25,265.78,5,49.525,2,0,1.0,4.8,50,360,410
141,102561197,Alicante,HR,39304770,26061.286,29174.11,62,329.8225,4,0,5.0,0.7741935483870968,620,720,1340
142,102590938,Granada,AR,388409380,18.0,78.41,1,78.41,1,0,1.0,12.0,10,180,190
143,102600735,Santander,HR,627758323,1265.7759999999998,2802.25,33,61.45,1,0,4.0,0.36363636363636365,330,180,510
144,102604440,Sevilla,HR,739051795,839.23,1451.98,41,29.392500000000002,4,0,4.0,1.170731707317073,410,720,1130
145,102636210,Valencia,AR,376164172,800.323,841.13,12,60.175000000000004,0,2,1.5,0.0,120,0,120
146,102659286,Girona,HR,982751127,166.32,439.53,4,111.27,0,1,1.0,0.0,40,0,40
147,102672550,Barcelona,HR,317564580,7052.347,19357.13,50,434.405,4,0,5.0,0.96,500,720,1220
148,102682440,Madrid,HR,118442112,314.0,1779.8500000000001,24,67.09,1,2,2.0,0.5,240,180,420
149,102686185,Madrid,HR,526597557,1020.0,1511.96,22,67.57,4,0,2.0,2.1818181818181817,220,720,940
150,102711725,Barcelona,HR,101664247,829.76,1718.98,16,108.4425,1,1,2.0,0.75,160,180,340
151,102714794,Asturias,HR,766194280,12972.96,38386.6,16,2326.46,0,1,1.0,0.0,160,0,160
152,102771645,Madrid,HR,940421758,1410.0,2254.8199999999997,24,82.995,1,0,3.0,0.5,240,180,420
153,102794242,Asturias,HR,953968677,56.34,0.0,1,0.0,0,0,1.0,0.0,10,0,10
154,102807891,Madrid,AR,717625137,909.0,658.56,6,115.65,2,2,1.5,4.0,60,360,420
155,102810304,Alicante,AR,91937945,10063.58,5178.95,22,183.62,4,0,2.0,2.1818181818181817,220,720,940
156,102822839,Madrid,AR,358006057,1068.0,552.94,4,112.25,1,0,1.0,3.0,40,180,220
157,102842596,Alicante,HR,551409294,1166.205,2374.28,5,447.62,4,0,5.0,9.6,50,720,770
158,102843667,Pamplona,HR,674788251,432.0,640.64,9,62.67,1,1,1.0,1.3333333333333333,90,180,270
159,102848813,Granada,AR,388409380,5298.0,1821.63,26,68.49000000000001,4,0,2.0,1.8461538461538463,260,720,980
160,102849425,Madrid,HR,244328661,9950.73,13816.92,56,221.975,0,0,5.0,0.0,560,0,560
161,102938909,Barcelona,AR,701824108,1170.88,671.9100000000001,14,46.42,1,0,1.0,0.8571428571428571,140,180,320
162,102990508,Madrid,HR,940421758,1638.686,4327.73,31,127.20750000000001,4,0,3.0,1.5483870967741935,310,720,1030
163,103024993,Córdoba,HR,606571522,7092.24,8769.53,56,150.0425,2,2,5.0,0.42857142857142855,560,360,920
164,103062419,Almeria,AR,902429632,588.24,856.49,15,52.54,0,2,1.0,0.0,150,0,150
165,103066309,Valladolid,HR,256358709,892.37,1111.22,22,51.05,2,2,2.0,1.0909090909090908,220,360,580
166,103069326,Granada,AR,64275733,585.764,955.15,18,51.5,1,1,1.0,0.6666666666666666,180,180,360
167,103090348,Barcelona,HR,613423212,1236.0,1389.98,17,81.12,0,0,1.0,0.0,170,0,170
168,103102875,Almeria,HR,479650067,195.25,256.5,5,50.05,0,2,1.0,0.0,50,0,50
169,103121379,Madrid,AR,677360818,3961.6,2677.69,27,103.285,2,0,2.0,0.8888888888888888,270,360,630
170,103138671,Madrid,HR,901005554,786.2,811.97,4,104.46000000000001,0,1,1.0,0.0,40,0,40
171,103153673,Pamplona,HR,492242510,104.372,1603.67,18,76.97749999999999,1,1,2.0,0.6666666666666666,180,180,360
172,103162415,Asturias,HR,953968677,165.9,545.1,10,55.2,0,0,1.0,0.0,100,0,100
173,103211720,Madrid,AR,646321640,2029.626,2806.21,29,95.96000000000001,2,0,2.5,0.8275862068965517,290,360,650
174,103253102,Madrid,AR,67471079,433.364,648.19,9,58.04,2,0,1.0,2.6666666666666665,90,360,450
175,103254639,Sevilla,HR,177010064,43.68,76.8,3,26.67,1,0,1.5,4.0,30,180,210
176,103278879,Valencia,AR,988985367,5314.084,1612.3,8,222.64,0,2,1.0,0.0,80,0,80
177,103278920,Barcelona,AR,187031601,7825.057,5243.87,25,173.6875,1,0,4.0,0.48,250,180,430
178,103313282,Barcelona,HR,73572425,3536.4,3468.84,51,62.07,1,0,4.0,0.23529411764705882,510,180,690
179,103319062,Tarragona,AR,482974154,3045.0,1101.38,20,55.41,1,1,1.5,0.6,200,180,380
180,103328141,Barcelona,AR,908993212,35972.06,13449.310000000001,11,784.76,4,0,2.0,4.363636363636363,110,720,830
181,103355479,Madrid,HR,268093511,886.799,2576.19,27,99.3725,2,4,2.0,0.8888888888888888,270,360,630
182,103382845,Murcia,HR,205150913,252.0,87.58,1,87.58,0,0,1.0,0.0,10,0,10
183,103522330,Madrid,HR,978663742,66.28,424.33000000000004,5,92.14,1,0,1.0,2.4,50,180,230
184,103552837,Santander,HR,231183841,14.1,84.5,1,84.5,1,1,1.0,12.0,10,180,190
185,103604426,Castellón,AR,988985367,12535.9,4298.84,40,41.5625,0,2,3.5,0.0,400,0,400
186,103623999,Madrid,HR,400328751,1605.0,1636.76,15,105.805,2,2,4.0,1.6,150,360,510
187,103632217,Madrid,AR,646321640,517.8,693.34,6,134.29000000000002,2,2,1.0,4.0,60,360,420
188,103639978,Pamplona,HR,229902947,614.18,7143.03,51,136.85,4,0,4.0,0.9411764705882353,510,720,1230
189,103651256,Asturias,HR,953968677,10459.14,27489.77,39,607.32,4,0,4.0,1.2307692307692308,390,720,1110
190,103655729,Santander,HR,870851098,6434.25,15187.14,32,462.235,1,3,4.0,0.375,320,180,500
191,103657253,Barcelona,AR,183295696,3375.549,2064.34,14,145.95,2,0,2.0,1.7142857142857142,140,360,500
192,103661875,Cádiz,AR,385444276,3668.7599999999998,2377.7,26,89.1325,1,1,2.0,0.46153846153846156,260,180,440
193,103672422,Madrid,HR,145542062,438.13,1001.79,15,56.13,0,4,2.0,0.0,150,0,150
194,103707324,Sevilla,AR,869509590,456.1,695.04,15,48.135,2,0,1.5,1.6,150,360,510
195,103746649,Sevilla,AR,177010064,3452.9139999999998,3303.6,47,62.93,2,0,4.0,0.5106382978723404,470,360,830
196,103773753,Pamplona,HR,229902947,75.31,879.23,11,73.11,0,0,2.0,0.0,110,0,110
197,103810361,Barcelona,HR,950885533,354.0,644.45,9,74.67500000000001,0,2,1.0,0.0,90,0,90
198,103818662,Barcelona,AR,912914265,307.26,318.6,6,55.605000000000004,1,0,1.0,2.0,60,180,240
199,103836613,Tarragona,AR,513990441,4326.732,3364.88,24,125.9925,2,0,2.0,1.0,240,360,600
200,103843572,Madrid,AR,264540799,262.872,592.9,6,109.68,2,0,1.0,4.0,60,360,420
201,103849124,Madrid,HR,941958057,51.2,367.33,1,367.33,0,0,1.0,0.0,10,0,10
202,103905577,Madrid,HR,268093511,227.688,553.78,7,66.685,4,0,2.0,6.857142857142857,70,720,790
203,103915725,Barcelona,HR,977036215,411.0,736.02,8,91.95,0,0,1.0,0.0,80,0,80
204,103924594,Madrid,AR,677360818,4353.734,3590.16,16,247.17,2,0,2.0,1.5,160,360,520
205,103977811,Barcelona,HR,455263770,14.350000000000001,318.07,7,45.87,0,0,1.0,0.0,70,0,70
206,103977883,Islas Baleares,HR,465693592,2739.0,2514.82,39,55.0,1,3,3.5,0.3076923076923077,390,180,570
207,103988165,Madrid,HR,627902053,4464.64,6099.91,40,135.45000000000002,4,0,4.0,1.2,400,720,1120
208,104034614,Barcelona,HR,101664247,2779.28,1529.1399999999999,33,51.09,1,3,3.0,0.36363636363636365,330,180,510
209,104050756,Alicante,HR,729030652,231.0,133.0,1,133.0,0,0,1.0,0.0,10,0,10
210,104067795,Malaga,AR,385906115,4428.6900000000005,1470.97,11,97.835,1,1,1.5,1.0909090909090908,110,180,290
211,104069939,Burgos,HR,997122305,966.0,975.8499999999999,12,54.0,0,1,4.0,0.0,120,0,120
212,104111664,Barcelona,AR,313095800,1572.792,1666.44,12,127.07499999999999,0,0,4.0,0.0,120,0,120
213,104122764,Córdoba,AR,606571522,634.5,301.49,7,50.94,0,2,1.0,0.0,70,0,70
214,104125427,Granada,HR,64275733,1103.82,2030.23,22,80.315,1,1,2.0,0.5454545454545454,220,180,400
215,104188843,Tarragona,AR,513990441,3024.0,910.0999999999999,4,230.265,0,1,1.0,0.0,40,0,40
216,104194666,Bilbao,HR,61699796,2076.0,2265.29,26,77.76,1,0,2.0,0.46153846153846156,260,180,440
217,104221470,Barcelona,AR,9820087,69985.3,36116.52,53,708.5575,4,0,4.5,0.9056603773584906,530,720,1250
218,104224578,Burgos,HR,16717207,2101.8,974.76,12,87.69,0,1,1.0,0.0,120,0,120
219,104239108,Barcelona,HR,950885533,1988.71,3720.41,46,74.97,2,2,4.0,0.5217391304347826,460,360,820
220,104266576,Madrid,AR,646321640,819.924,456.66,6,71.055,1,0,1.0,2.0,60,180,240
221,104309607,Santander,HR,74716188,4959.73,6530.4,33,192.6975,4,0,4.0,1.4545454545454546,330,720,1050
222,104333345,Madrid,HR,941958057,2268.0,2208.16,24,93.44,2,0,2.0,1.0,240,360,600
223,104337122,Barcelona,HR,430715898,2988.4700000000003,3397.26,55,52.442499999999995,4,0,5.0,0.8727272727272727,550,720,1270
224,104343720,Madrid,AR,275609911,1563.12,1400.35,25,55.13,2,2,2.0,0.96,250,360,610
225,104367164,Islas Baleares,HR,159743173,1769.22,5967.59,21,230.3875,1,3,3.0,0.5714285714285714,210,180,390
226,104386909,Malaga,HR,627274984,2600.34,2830.08,49,59.0,1,3,4.0,0.24489795918367346,490,180,670
227,104410814,Pamplona,HR,635704728,2913.75,2103.48,26,75.9,2,0,2.0,0.9230769230769231,260,360,620
228,104448178,Madrid,HR,621775730,5480.054,11749.43,58,192.07750000000001,4,0,5.0,0.8275862068965517,580,720,1300
229,104470500,Madrid,AR,215700341,1155.7,1308.24,23,56.685,4,0,2.0,2.0869565217391304,230,720,950
230,104474944,Córdoba,HR,598203905,1952.9,2490.71,45,44.535,4,0,4.0,1.0666666666666667,450,720,1170
231,104494998,Madrid,HR,921176762,2619.96,4629.74,33,146.32,4,0,4.0,1.4545454545454546,330,720,1050
232,104525787,Barcelona,AR,912914265,3483.0,1452.0,6,217.805,2,2,1.0,4.0,60,360,420
233,104615175,Valencia,HR,249555220,198.0,286.15,3,114.46,4,0,3.0,16.0,30,720,750
234,104624404,Santander,HR,554705087,644.84,897.03,12,60.970000000000006,0,0,2.0,0.0,120,0,120
235,104635321,Asturias,HR,687232282,694.051,2666.5,30,89.72999999999999,1,0,4.0,0.4,300,180,480
236,104638187,Madrid,HR,921176762,866.55,794.08,4,235.365,4,1,2.0,12.0,40,720,760
237,104666164,Valladolid,AR,447488148,9273.758,8901.3,42,204.14,4,0,4.0,1.1428571428571428,420,720,1140
238,104676553,Valladolid,HR,447488148,678.16,877.07,13,59.615,4,0,2.0,3.6923076923076925,130,720,850
239,104686137,Alicante,HR,551409294,5976.76,7671.969999999999,62,129.005,4,0,5.0,0.7741935483870968,620,720,1340
240,104710374,Madrid,AR,717625137,2181.73,1443.23,16,74.845,2,0,1.0,1.5,160,360,520
241,104720817,Madrid,AR,264540799,2389.13,2113.34,36,54.4225,0,2,3.0,0.0,360,0,360
242,104734141,Murcia,HR,733727842,2634.2999999999997,2176.42,36,59.14,4,0,4.0,1.3333333333333333,360,720,1080
243,104785768,Madrid,AR,677360818,2977.226,1952.73,20,89.56,2,0,2.0,1.2,200,360,560
244,104798243,Bilbao,HR,653277032,33.954,712.72,11,64.02,1,0,4.0,1.0909090909090908,110,180,290
245,104830599,Barcelona,HR,480416490,18.4,71.63,2,35.815,0,0,1.0,0.0,20,0,20
246,104842387,Sevilla,HR,177010064,3036.0,2204.3599999999997,36,52.96,4,0,3.0,1.3333333333333333,360,720,1080
247,104860782,Madrid,AR,677360818,4737.907999999999,3154.35,31,83.185,2,0,3.0,0.7741935483870968,310,360,670
